prompt_name,index,source,ground_truth,prediction,correct,text_preview
simple,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
simple,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
simple,2,Finance_TRUE_50,True,True,True,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
simple,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
simple,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
simple,5,Finance_FAKE_50,False,True,False,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
detailed_criteria,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
detailed_criteria,1,Finance_TRUE_50,True,False,False,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
detailed_criteria,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
detailed_criteria,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
detailed_criteria,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
detailed_criteria,5,Finance_FAKE_50,False,False,True,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
cot_stepwise,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
cot_stepwise,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
cot_stepwise,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
cot_stepwise,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
cot_stepwise,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
cot_stepwise,5,Finance_FAKE_50,False,True,False,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
financial_expert,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
financial_expert,1,Finance_TRUE_50,True,False,False,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
financial_expert,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
financial_expert,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
financial_expert,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
financial_expert,5,Finance_FAKE_50,False,False,True,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
binary_classifier_en,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
binary_classifier_en,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
binary_classifier_en,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
binary_classifier_en,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
binary_classifier_en,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
binary_classifier_en,5,Finance_FAKE_50,False,False,True,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
skeptical_investigator,0,Finance_TRUE_50,True,Unknown,False,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
skeptical_investigator,1,Finance_TRUE_50,True,Unknown,False,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
skeptical_investigator,2,Finance_TRUE_50,True,Unknown,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
skeptical_investigator,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
skeptical_investigator,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
skeptical_investigator,5,Finance_FAKE_50,False,False,True,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
concise,0,Finance_TRUE_50,True,True,True,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
concise,1,Finance_TRUE_50,True,True,True,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
concise,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
concise,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
concise,4,Finance_FAKE_50,False,False,True,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
concise,5,Finance_FAKE_50,False,True,False,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
multi_perspective,0,Finance_TRUE_50,True,Unknown,False,At least 61 people have been killed in clashes between different ethnic groups in Ethiopia s Oromiya...
multi_perspective,1,Finance_TRUE_50,True,Unknown,False,The Trump administration is nearing completion of new â€œBuy Americanâ€ rules to make it easier to ...
multi_perspective,2,Finance_TRUE_50,True,False,False,German Finance Minister Wolfgang Schaeuble has issued a warning to U.S. President-elect Donald Trump...
multi_perspective,3,Finance_FAKE_50,False,False,True,You re gonna love this patriot! He speaks for each and every one of us who are 100% FED Up! with  of...
multi_perspective,4,Finance_FAKE_50,False,Unknown,False,"This article was written by Tyler Durden and originally published at Zero Hedge . 
Editor’s Comment:..."
multi_perspective,5,Finance_FAKE_50,False,True,False,Donald Trump kicked off his Monday morning by tweeting something so stupid that it was necessary to ...
